d,tube_stops_d,car_prob_d
"116.39,39.85",1,309
"116.69,40.36",0,1
"116.50,39.76",0,36
"116.56,40.14",0,2
"116.55,39.74",0,20
"116.33,40.09",0,46
"116.59,39.84",0,5
"116.22,40.22",0,147
"116.63,40.33",0,126
"116.54,39.94",0,12
"116.21,39.90",0,98
"116.24,39.96",0,6
"116.24,39.87",0,49
"116.29,39.94",0,142
"116.33,40.04",0,159
"116.68,40.29",0,0
"116.39,40.04",0,19
"116.40,40.06",0,80
"116.36,39.67",0,0
"116.29,39.68",0,0
"116.27,39.84",0,8
"116.19,40.19",0,3
"116.11,40.10",0,1
"116.06,39.59",0,0
"116.42,39.72",0,7
"116.29,39.90",0,36
"116.63,40.16",0,2
"116.13,40.20",0,0
"116.51,39.89",0,19
"116.30,39.90",1,107
"116.37,39.87",0,107
"116.56,39.72",0,0
"116.64,40.02",0,10
"116.20,39.91",0,54
"116.31,39.69",0,17
"116.56,39.85",0,31
"116.50,39.95",0,11
"116.28,39.84",0,77
"116.52,39.94",0,55
"115.99,40.36",0,9
"116.24,39.88",0,16
"116.55,40.15",0,2
"116.39,39.87",1,115
"116.25,39.95",0,15
"116.43,39.84",0,25
"116.20,39.76",0,22
"116.32,39.85",0,61
"116.18,40.06",0,2
"116.32,39.69",1,8
"116.32,39.63",0,4
"116.60,40.21",0,1
"115.99,39.62",0,0
"116.65,40.14",0,137
"116.62,40.16",0,2
"116.26,39.86",0,72
"117.16,40.23",0,0
"116.66,40.35",0,0
"116.12,39.93",0,5
"116.20,39.82",0,19
"117.14,40.16",0,5
"116.50,39.85",0,25
"115.69,39.97",0,2
"116.30,40.00",1,11
"116.22,40.20",0,33
"116.63,40.32",0,124
"116.36,39.79",0,17
"116.54,39.86",0,17
"116.16,39.77",0,80
"116.06,39.65",0,40
"116.42,40.10",0,14
"116.58,40.12",0,19
"116.69,39.90",0,12
"116.53,39.91",1,43
"116.29,40.10",0,17
"116.51,39.78",0,131
"116.39,39.83",1,18
"116.57,39.76",0,3
"116.54,40.09",0,47
"115.63,39.76",0,0
"116.62,40.23",0,0
"116.17,39.82",0,4
"116.66,40.13",0,147
"115.88,39.63",0,0
"116.57,39.74",0,0
"116.43,39.82",0,5
"116.60,39.95",0,2
"116.45,40.01",0,120
"116.52,39.81",0,40
"116.27,40.11",0,59
"116.30,39.62",0,9
"116.24,40.06",1,2
"115.65,39.63",0,2
"116.35,40.08",0,85
"116.47,39.83",0,60
"116.02,40.35",0,0
"116.69,39.85",0,5
"116.37,39.67",0,0
"116.26,40.04",0,21
"116.59,39.80",1,4
"116.65,39.98",0,0
"116.34,39.79",0,96
"116.28,39.88",0,41
"116.52,39.86",1,5
"116.22,40.23",0,25
"116.24,39.97",0,19
"116.27,40.21",0,7
"116.59,40.07",0,47
"116.13,40.15",0,0
"116.25,40.15",0,26
"116.53,40.03",0,4
"116.67,39.73",0,0
"116.55,39.79",0,4
"115.98,39.68",0,1
"116.28,40.19",0,0
"116.56,39.76",0,21
"116.56,39.81",0,10
"116.33,40.42",0,1
"116.42,40.07",0,120
"116.63,39.65",0,7
"116.35,40.03",0,153
"116.16,39.81",0,25
"116.00,39.71",0,8
"116.24,40.03",0,5
"116.25,40.09",0,0
"116.29,39.98",0,14
"116.21,39.95",0,14
"116.74,39.97",0,0
"116.32,39.74",0,71
"116.10,40.32",0,0
"116.57,40.09",0,0
"116.48,40.06",0,23
"116.54,39.74",0,55
"116.31,40.01",0,71
"116.52,39.88",0,21
"116.54,39.82",0,9
"116.12,40.23",0,0
"116.28,39.95",0,127
"116.36,40.06",0,62
"116.28,39.99",0,17
"116.62,40.13",0,36
"116.34,39.72",0,37
"115.96,40.47",0,0
"116.40,39.83",0,13
"116.18,39.93",1,93
"116.05,39.71",1,5
"116.65,40.18",0,6
"116.47,39.82",0,4
"115.89,39.58",0,3
"116.19,39.73",0,13
"116.27,39.58",0,0
"115.79,39.94",0,0
"116.86,40.40",0,2
"116.37,39.97",0,231
"116.64,40.31",0,17
"116.23,39.87",0,12
"116.55,40.21",0,2
"116.07,40.22",0,7
"116.61,39.90",1,9
"116.27,39.86",1,22
"116.37,40.08",0,53
"116.33,39.85",0,116
"116.02,40.06",0,0
"116.15,40.06",0,4
"116.03,39.73",0,0
"116.64,39.91",0,111
"116.16,40.23",0,16
"116.29,40.06",0,11
"116.30,40.06",0,18
"116.52,39.80",0,19
"116.83,40.38",0,59
"116.28,40.22",1,6
"116.55,39.88",0,11
"116.16,39.75",0,42
"116.64,40.05",0,4
"116.08,39.77",0,9
"116.18,39.80",0,0
"116.27,39.92",0,149
"116.32,40.12",0,0
"116.59,39.85",0,7
"116.32,40.14",0,0
"116.24,40.17",0,21
"116.27,40.17",0,4
"116.20,39.90",0,46
"116.17,39.77",0,9
"116.38,39.84",1,165
"116.66,40.36",0,21
"115.71,39.57",0,3
"116.10,39.93",0,54
"116.51,39.84",0,9
"116.24,39.93",0,60
"116.52,39.76",0,0
"116.20,40.01",0,5
"116.32,39.68",0,11
"116.49,39.79",0,49
"116.81,40.16",0,0
"116.32,39.82",0,9
"116.23,39.91",1,32
"116.61,39.86",0,11
"115.82,39.81",0,0
"116.12,39.73",0,108
"116.69,40.40",0,2
"116.23,39.92",0,40
"116.13,39.72",1,55
"116.50,40.41",0,2
"116.31,39.71",1,26
"116.25,40.22",0,67
"116.50,39.77",0,47
"116.73,39.96",0,0
"116.48,40.13",0,15
"116.15,39.80",0,45
"116.24,40.08",0,83
"116.62,40.22",0,0
"116.44,39.84",1,162
"116.21,40.20",0,17
"116.11,40.25",0,0
"117.12,40.15",0,22
"116.39,40.08",0,5
"116.72,39.86",0,3
"116.86,40.07",0,1
"116.49,39.76",0,28
"116.60,39.90",0,21
"116.51,39.97",0,4
"116.67,40.35",0,3
"116.39,40.12",0,3
"116.53,40.68",0,0
"116.22,40.09",0,0
"116.15,39.74",0,25
"116.46,39.77",0,19
"116.63,39.93",1,17
"116.32,40.08",0,126
"117.11,40.33",0,0
"116.55,40.09",0,13
"116.17,39.99",0,2
"116.81,39.74",0,0
"116.35,39.84",1,258
"116.69,40.10",0,19
"116.67,39.90",0,49
"116.40,39.82",0,20
"116.15,40.21",0,0
"116.40,40.19",0,2
"116.13,39.74",0,143
"117.12,40.54",0,1
"116.32,39.50",0,24
"116.41,40.11",0,49
"116.67,40.36",0,6
"116.23,40.20",0,63
"116.62,40.29",0,4
"116.16,39.91",0,2
"116.70,39.92",0,23
"116.09,39.88",0,10
"116.52,39.77",0,28
"116.26,40.05",0,42
"116.15,39.79",0,38
"116.79,39.86",0,0
"115.96,39.76",0,5
"116.08,40.24",0,0
"116.67,40.04",0,13
"116.24,40.15",0,3
"116.28,39.82",0,248
"116.56,40.02",0,12
"116.69,39.80",0,0
"116.16,40.25",0,0
"116.57,39.99",0,1
"116.48,40.04",0,7
"116.16,40.07",1,0
"116.40,40.15",0,0
"116.52,40.05",0,0
"116.59,40.00",0,9
"116.66,40.05",0,9
"116.24,39.82",0,0
"116.52,40.00",0,12
"116.65,40.08",0,0
"116.50,39.97",0,63
"116.18,39.81",0,2
"116.48,39.78",0,16
"116.54,40.11",0,52
"116.50,39.75",0,15
"116.39,39.51",0,0
"116.34,39.83",0,57
"116.04,39.72",0,0
"116.30,40.02",0,20
"116.72,40.17",0,1
"116.10,40.11",0,10
"116.49,40.00",0,54
"116.19,40.05",0,0
"116.49,39.92",0,141
"115.97,39.72",1,31
"115.95,39.60",0,4
"116.35,40.11",0,29
"116.18,39.72",0,0
"116.23,40.18",0,36
"116.68,39.99",0,4
"116.73,39.68",0,0
"116.17,39.75",0,29
"116.49,40.17",0,3
"116.22,39.86",0,0
"116.33,39.80",0,56
"115.96,40.45",0,3
"116.67,39.89",0,139
"116.27,39.83",0,24
"116.66,40.06",0,4
"116.63,39.91",0,75
"116.27,40.14",0,29
"116.49,39.94",0,105
"116.40,40.18",0,10
"116.15,39.87",0,2
"116.51,39.87",0,16
"116.25,40.16",0,8
"116.53,39.76",0,33
"116.22,39.77",0,8
"116.85,40.37",0,141
"116.56,39.79",0,28
"116.50,39.84",0,32
"116.28,39.72",0,9
"116.59,39.89",0,2
"116.41,40.01",0,40
"116.44,40.02",0,29
"116.62,40.38",0,4
"116.19,40.03",0,0
"116.07,40.28",0,1
"116.85,40.39",0,27
"116.23,39.96",0,2
"116.41,39.79",0,21
"116.14,39.70",0,5
"116.31,40.09",0,20
"116.13,39.90",0,6
"115.87,40.46",0,2
"115.86,40.03",0,0
"116.84,40.37",0,140
"116.18,39.95",0,36
"116.27,40.20",0,2
"116.29,39.75",0,3
"116.32,39.78",0,25
"116.21,40.12",0,3
"116.69,39.86",0,21
"116.15,39.76",0,30
"116.13,39.70",0,2
"116.05,39.63",0,1
"116.63,40.03",0,12
"116.54,40.02",0,22
"116.19,40.24",1,10
"116.72,40.20",0,6
"116.24,39.68",0,0
"116.66,39.93",0,11
"116.28,40.21",1,28
"116.73,39.85",0,0
"116.19,40.07",0,0
"116.54,39.77",0,3
"116.36,40.23",0,0
"116.39,40.17",0,7
"116.59,39.98",0,4
"116.54,40.05",0,0
"116.40,40.11",0,6
"116.39,40.03",0,10
"116.24,39.94",0,19
"116.57,39.73",0,2
"116.14,39.66",0,0
"116.47,39.79",0,8
"116.72,39.94",0,11
"117.13,40.16",0,7
"116.43,39.55",0,0
"116.64,39.95",0,5
"116.45,39.97",0,99
"116.44,40.01",0,6
"116.52,40.21",0,0
"116.52,40.01",0,22
"116.67,40.11",0,31
"116.16,39.94",0,0
"116.33,39.84",1,90
"116.40,39.77",0,6
"116.53,39.87",0,60
"116.11,39.95",0,26
"116.41,39.71",0,0
"116.83,40.16",0,0
"116.37,39.77",0,6
"116.37,39.73",0,0
"116.15,39.82",0,7
"116.54,39.97",0,16
"116.42,39.78",1,14
"116.72,40.21",0,11
"116.69,40.01",0,1
"116.57,40.00",0,4
"116.35,40.05",1,7
"116.44,40.05",0,8
"116.41,40.18",0,18
"116.15,39.75",0,33
"116.22,40.00",0,1
"116.76,39.76",0,0
"116.51,39.76",0,14
"115.96,39.73",0,29
"116.54,40.42",0,46
"116.42,39.79",0,13
"116.21,40.24",0,4
"116.55,39.93",0,2
"116.58,39.79",1,0
"116.70,40.05",0,0
"116.55,39.73",0,38
"116.55,40.17",0,0
"116.07,39.94",0,9
"116.66,39.90",0,45
"116.49,39.95",0,21
"116.52,39.89",0,12
"116.83,40.35",0,4
"116.40,40.04",0,39
"116.28,40.08",0,11
"116.26,39.95",0,65
"116.10,39.95",0,30
"116.46,40.13",0,2
"116.38,40.14",0,2
"116.16,40.06",0,7
"116.27,40.08",0,4
"116.52,39.85",0,20
"116.53,40.13",0,2
"116.11,40.11",0,1
"116.58,39.87",0,7
"116.23,40.17",0,11
"116.55,39.82",0,14
"116.49,40.09",0,10
"116.57,39.89",0,12
"116.25,39.87",0,48
"116.63,40.36",0,2
"116.08,40.11",0,0
"116.31,39.68",0,13
"116.46,39.85",0,21
"116.57,39.87",0,22
"116.50,40.09",0,22
"116.19,39.90",0,2
"116.13,39.94",0,2
"116.21,39.75",0,7
"116.43,40.24",0,2
"116.13,40.07",0,12
"116.56,39.90",0,47
"115.64,39.99",0,6
"116.43,40.06",0,47
"116.52,39.98",0,2
"116.47,40.11",0,4
"116.26,40.06",0,0
"116.38,39.62",0,2
"116.67,40.22",0,0
"116.29,40.14",0,15
"116.14,39.90",0,9
"116.42,39.74",0,7
"116.70,39.91",0,35
"116.33,40.02",0,11
"116.18,40.09",0,4
"116.10,39.77",0,6
"116.59,40.03",0,6
"116.30,39.63",0,0
"116.55,40.12",0,19
"116.26,39.84",0,2
"116.30,39.69",0,16
"116.53,39.88",0,0
"116.53,39.84",0,13
"116.21,39.97",0,19
"115.96,39.60",0,4
"116.09,39.66",0,1
"116.06,39.98",0,1
"116.41,39.77",0,6
"116.52,39.93",0,22
"116.49,39.88",0,66
"116.56,39.82",0,0
"116.33,39.78",0,14
"116.68,39.90",1,62
"115.98,39.69",0,26
"116.68,40.40",0,47
"116.89,40.46",0,4
"116.44,40.20",0,0
"116.40,39.78",0,6
"116.73,39.93",0,17
"116.23,40.08",0,21
"116.16,39.74",0,20
"116.28,39.79",0,11
"116.46,39.81",0,15
"116.90,40.35",0,0
"116.51,40.08",0,20
"116.66,39.89",0,71
"116.06,39.70",0,0
"116.56,40.18",0,0
"116.64,40.03",0,1
"116.72,39.85",0,12
"116.10,40.24",0,0
"116.31,39.62",0,0
"116.73,40.19",0,0
"116.22,39.87",0,29
"116.55,40.10",0,75
"116.02,40.34",0,4
"115.69,39.60",0,0
"116.69,40.11",0,16
"116.03,39.87",0,0
"116.02,39.61",0,1
"116.57,40.29",0,0
"116.46,39.83",0,57
"116.29,40.19",0,0
"116.10,40.23",0,2
"116.31,39.87",0,90
"116.30,40.15",0,39
"116.01,39.69",0,1
"116.32,39.51",0,8
"116.26,40.07",0,3
"116.02,39.90",0,25
"116.44,39.86",0,121
"116.64,40.00",0,3
"116.14,39.92",0,6
"116.20,39.83",0,32
"116.32,39.73",0,62
"116.08,39.87",0,19
"115.99,39.70",0,3
"116.30,39.76",0,12
"116.25,40.03",0,0
"116.72,39.83",0,16
"116.52,40.12",0,9
"116.45,39.84",0,36
"116.49,39.62",0,4
"116.73,39.90",1,0
"116.48,39.86",0,47
"116.38,39.78",0,0
"116.71,39.86",0,4
"116.55,40.00",0,2
"116.25,39.97",0,44
"117.29,40.18",0,10
"116.47,40.12",0,8
"116.38,40.01",0,20
"116.43,39.80",0,19
"116.69,39.74",0,3
"116.33,39.67",0,2
"116.33,40.11",0,0
"116.21,40.25",0,0
"116.84,40.17",0,6
"116.60,40.12",0,12
"116.68,39.92",0,33
"116.49,40.05",0,0
"116.51,39.99",0,2
"116.16,40.05",0,13
"116.29,39.85",1,48
"116.14,39.72",0,103
"116.58,40.05",0,32
"116.57,39.82",0,4
"116.31,39.74",0,13
"116.11,40.24",0,4
"116.24,40.05",0,26
"116.29,40.20",0,0
"116.24,39.64",0,0
"116.58,40.04",0,13
"116.51,39.61",0,0
"116.55,39.81",0,42
"116.61,39.93",0,49
"116.81,40.55",0,7
"116.50,39.74",0,5
"116.70,40.04",0,9
"116.10,39.94",0,64
"116.71,40.09",0,4
"116.31,40.18",0,0
"116.56,39.77",0,7
"116.62,39.77",0,0
"116.19,39.80",0,4
"116.21,40.21",0,21
"116.40,39.70",0,0
"116.54,39.80",0,6
"116.16,40.17",0,9
"116.61,40.20",0,0
"116.48,39.79",0,13
"116.67,40.09",0,2
"116.03,39.78",0,1
"116.58,40.29",0,7
"116.24,40.23",0,12
"116.67,39.85",0,0
"116.29,40.11",0,14
"116.19,39.75",0,3
"116.40,40.02",0,45
"116.75,40.09",0,4
"116.56,40.01",0,7
"116.42,40.11",0,0
"116.50,40.10",0,17
"116.23,40.09",0,0
"116.70,40.13",0,0
"116.74,39.87",0,0
"116.47,40.09",0,16
"116.51,39.96",0,5
"116.58,40.13",0,0
"116.53,39.86",0,22
"116.68,39.98",0,2
"116.07,40.05",0,0
"116.47,39.96",0,14
"116.35,40.22",0,1
"116.41,39.78",0,26
"116.12,39.96",0,14
"116.75,39.75",0,0
"116.58,39.84",0,3
"116.23,39.86",1,19
"116.00,40.36",0,17
"116.18,39.98",0,0
"116.49,39.83",0,14
"116.30,40.10",0,25
"115.64,39.63",0,2
"116.76,40.43",0,2
"116.09,39.89",1,0
"116.48,39.85",0,38
"116.66,39.95",0,2
"116.29,40.26",0,0
"116.62,40.14",0,28
"116.55,40.11",0,64
"116.55,39.96",0,17
"115.95,39.68",0,1
"116.24,40.16",0,13
"116.63,40.34",0,52
"116.88,40.10",0,0
"116.50,39.83",0,14
"116.14,39.80",0,6
"116.69,40.33",0,0
"116.23,39.93",0,58
"116.25,40.14",0,15
"116.42,40.04",0,127
"116.74,40.20",0,1
"116.22,39.88",0,31
"116.15,39.93",0,9
"116.55,39.98",0,0
"116.63,39.87",0,58
"116.02,40.07",0,9
"115.93,39.65",0,2
"116.79,39.77",0,5
"117.10,40.16",0,6
"116.51,39.80",0,54
"116.18,39.79",0,0
"116.20,39.96",0,2
"116.57,39.85",0,9
"116.30,40.17",0,2
"116.61,40.11",0,29
"116.52,40.06",0,5
"116.06,39.71",1,2
"116.46,40.12",0,0
"116.18,40.11",0,0
"116.13,40.10",0,5
"116.27,40.06",0,5
"116.56,39.87",0,15
"116.46,39.71",0,2
"116.58,39.66",0,0
"116.17,39.89",0,5
"116.83,40.37",0,68
"116.43,40.00",1,47
"116.10,40.37",0,1
"116.51,39.82",0,16
"115.57,40.01",0,2
"116.65,39.97",0,0
"116.09,40.44",0,2
"116.62,39.85",0,3
"116.08,39.72",1,3
"116.32,39.66",0,6
"116.25,40.06",0,6
"116.11,39.76",0,1
"116.68,40.39",0,30
"116.11,40.09",0,5
"116.87,39.71",0,0
"116.27,40.01",0,42
"116.17,39.61",0,3
"116.52,39.96",0,6
"116.24,39.95",0,10
"116.24,40.00",0,16
"116.23,39.76",0,0
"116.41,39.66",0,1
"116.27,39.82",0,34
"116.23,39.65",0,0
"116.25,40.26",0,0
"116.38,39.76",0,17
"116.16,39.92",1,20
"116.55,40.03",0,4
"116.59,40.01",0,8
"116.25,40.12",0,20
"116.11,39.75",0,0
"116.49,39.71",0,0
"116.14,39.79",0,1
"116.24,39.92",0,28
"116.74,39.93",0,5
"116.31,39.48",0,2
"116.02,39.88",0,5
"117.11,40.13",0,16
"116.22,40.08",0,13
"116.55,39.80",0,11
"116.51,39.73",0,4
"116.33,39.83",0,64
"116.42,40.14",0,4
"116.91,40.52",0,0
"116.59,40.12",0,35
"116.52,39.99",0,6
"116.41,39.74",0,0
"116.64,40.74",0,2
"116.88,40.38",0,6
"116.01,39.71",0,2
"116.23,40.03",0,0
"116.63,40.15",0,0
"116.27,40.02",0,76
"116.56,39.96",0,22
"116.67,39.99",0,0
"116.93,40.13",0,0
"116.14,39.76",0,13
"116.71,40.07",0,0
"116.22,40.03",0,4
"116.18,40.07",1,0
"116.19,39.95",0,28
"116.15,39.98",0,0
"116.36,39.73",0,0
"116.34,39.86",0,41
"116.59,39.86",0,5
"116.32,39.67",0,15
"116.39,40.10",0,2
"116.00,39.70",1,4
"116.56,39.73",0,23
"116.27,40.10",0,52
"116.20,39.94",0,30
"116.15,40.12",0,2
"116.54,40.03",0,8
"116.43,40.09",0,18
"116.69,39.91",0,45
"116.63,40.10",0,8
"116.56,40.07",0,72
"116.64,40.32",0,88
"116.26,40.00",0,29
"116.53,39.81",0,34
"116.57,39.70",0,2
"116.01,40.42",0,6
"116.03,39.93",0,0
"116.34,39.84",0,108
"115.93,39.69",0,11
"116.61,40.16",0,1
"116.30,40.11",0,20
"116.09,39.72",0,25
"116.22,39.85",0,25
"116.40,39.81",1,30
"116.52,39.74",0,2
"116.63,39.83",0,0
"116.59,39.74",0,0
"116.44,39.98",0,37
"116.14,39.81",0,5
"116.63,39.94",0,4
"116.55,40.06",0,21
"116.56,40.13",0,0
"116.38,40.02",0,4
"116.73,40.12",0,0
"117.00,40.06",0,0
"115.94,40.41",0,0
"116.57,39.93",0,24
"116.38,40.09",0,2
"116.19,39.84",0,2
"116.81,40.06",0,0
"116.52,39.82",0,37
"116.51,39.88",0,6
"116.66,40.20",0,20
"115.98,40.45",0,10
"116.55,39.95",0,35
"116.22,39.99",0,18
"116.60,40.24",0,0
"116.43,40.01",0,9
"116.29,39.72",0,7
"116.47,40.10",0,3
"116.70,39.98",0,6
"116.76,39.94",0,20
"116.59,40.09",0,0
"116.17,39.83",0,2
"116.63,40.07",0,9
"116.57,40.08",0,2
"116.62,40.02",0,10
"116.71,39.94",0,0
"116.77,40.34",0,0
"116.52,39.84",0,64
"116.90,39.78",0,0
"116.13,40.09",0,0
"116.51,39.81",0,12
"116.50,40.04",0,52
"116.65,39.76",0,0
"116.62,39.87",0,12
"116.22,39.89",0,93
"116.80,40.15",0,3
"116.08,39.81",0,1
"116.10,40.10",0,0
"116.40,39.79",0,4
"116.63,40.12",0,21
"116.19,39.71",0,0
"116.56,40.12",0,21
"116.03,40.43",0,0
"116.22,39.98",0,16
"116.70,39.84",0,30
"116.64,40.16",0,0
"116.50,40.17",0,15
"116.39,39.53",0,0
"116.55,40.40",0,2
"116.64,40.34",0,41
"116.45,39.79",0,7
"116.72,39.90",0,2
"116.53,39.94",0,23
"116.49,39.75",0,5
"117.24,40.26",0,19
"116.48,39.82",0,17
"116.43,40.17",0,0
"116.07,39.68",0,1
"116.67,40.02",0,0
"116.30,39.75",0,2
"115.71,39.99",0,0
"115.99,39.69",0,12
"116.62,40.10",0,4
"116.43,39.56",0,1
"116.68,40.41",0,7
"116.02,39.89",0,3
"116.67,39.72",0,0
"116.12,39.81",0,1
"116.55,39.94",0,21
"116.33,39.68",0,0
"116.32,39.86",0,6
"117.12,40.16",0,12
"116.16,39.82",0,1
"116.66,40.17",0,15
"116.79,39.71",0,0
"115.86,40.48",0,1
"116.37,39.81",0,7
"115.88,39.86",0,0
"116.56,39.86",0,6
"116.55,39.86",0,4
"115.98,40.46",0,40
"116.14,40.11",0,2
"116.15,39.94",0,5
"116.69,40.14",0,0
"116.51,40.22",0,3
"116.57,39.95",0,1
"116.92,40.11",0,0
"116.11,39.73",0,14
"116.39,39.75",0,8
"116.22,39.96",0,35
"116.02,40.19",0,0
"116.43,39.83",0,18
"116.28,40.25",0,9
"116.79,40.18",0,7
"115.59,39.63",0,66
"117.16,40.69",0,0
"116.49,40.03",0,12
"116.30,40.03",0,65
"116.67,40.12",0,49
"116.16,40.10",0,0
"116.55,39.97",0,14
"116.44,39.76",1,4
"116.65,40.10",0,28
"116.62,40.11",0,11
"116.25,39.85",0,9
"116.59,40.22",0,0
"116.31,39.77",0,25
"116.45,40.09",0,7
"115.97,39.70",0,2
"116.26,40.24",0,25
"116.77,39.77",0,0
"116.01,39.82",0,0
"116.61,39.89",0,3
"116.33,39.86",0,58
"116.11,40.07",0,2
"116.28,39.74",0,0
"116.92,40.21",0,0
"115.58,39.64",0,9
"116.06,39.66",0,26
"116.15,39.64",0,1
"116.27,40.09",0,36
"116.25,39.78",0,0
"117.12,40.13",0,3
"116.09,39.67",0,0
"116.34,40.41",0,3
"116.70,39.89",0,21
"116.29,39.50",0,15
"116.16,39.87",0,0
"116.63,40.26",0,4
"116.25,40.23",0,2
"116.70,40.33",0,0
"116.10,39.72",0,18
"116.63,39.76",0,0
"116.32,39.52",0,2
"116.17,40.04",0,0
"116.35,40.17",0,2
"115.94,39.73",0,0
"116.54,39.78",0,3
"117.11,40.14",0,45
"116.47,39.76",0,0
"116.52,40.15",0,4
"116.80,39.85",0,1
"116.72,39.84",0,11
"116.41,39.63",0,0
"116.12,39.80",0,0
"116.29,40.35",0,0
"116.23,39.85",0,25
"116.55,40.19",0,0
"116.48,40.24",0,0
"116.39,39.80",0,10
"115.90,40.39",0,3
"116.24,40.66",0,5
"116.53,40.11",0,9
"116.29,39.79",0,0
"116.56,39.69",0,0
"116.10,39.96",0,34
"115.89,40.37",0,4
"116.94,40.15",0,2
"116.61,40.90",0,1
"117.04,40.06",0,0
"116.64,40.35",0,8
"116.46,40.10",0,0
"116.68,40.06",0,0
"116.34,39.60",0,0
"117.10,40.13",0,18
"116.88,39.81",0,1
"116.47,39.77",0,25
"117.11,40.15",0,17
"116.56,40.30",0,0
"116.17,40.03",0,0
"116.69,40.17",0,8
"116.63,40.29",0,46
"117.09,40.14",0,51
"116.31,40.11",1,4
"116.67,39.64",0,0
"116.45,39.82",0,12
"116.53,39.78",0,2
"116.77,39.95",0,0
"116.38,39.77",0,2
"116.43,40.14",0,2
"116.44,40.12",0,15
"116.64,39.86",0,3
"116.24,40.28",0,3
"116.25,40.08",0,17
"116.85,40.15",0,1
"116.34,39.69",0,0
"116.37,40.09",0,13
"116.34,39.71",0,13
"116.56,39.75",0,22
"116.39,40.16",0,4
"116.27,40.15",0,31
"116.90,40.37",0,0
"116.74,40.06",0,0
"116.41,39.82",0,11
"116.48,40.96",0,2
"116.22,39.81",0,0
"116.33,40.10",0,17
"116.26,40.26",0,0
"116.14,39.71",0,20
"116.54,39.89",0,12
"116.20,40.23",0,3
"116.69,39.79",0,1
"116.57,39.96",0,22
"116.64,39.84",0,4
"116.15,40.07",0,6
"116.52,40.03",0,34
"116.16,40.53",0,7
"116.21,39.79",1,0
"116.68,40.38",0,1
"116.65,40.05",0,12
"116.12,39.86",0,19
"115.50,40.04",0,2
"116.81,40.53",0,19
"117.14,40.17",0,4
"116.49,39.63",0,0
"116.43,40.08",0,63
"116.65,39.90",0,43
"116.22,39.94",0,4
"116.23,39.94",0,18
"116.28,40.06",0,2
"117.09,40.15",0,16
"116.45,40.08",0,0
"116.67,39.91",0,25
"116.57,39.94",0,4
"116.20,39.89",0,28
"116.00,40.42",0,0
"116.68,40.46",0,2
"116.68,40.10",0,14
"116.17,40.12",0,0
"116.64,40.41",0,8
"116.17,39.71",0,10
"116.61,39.84",0,6
"116.72,39.89",0,2
"116.05,39.97",0,0
"115.96,39.72",0,18
"116.58,40.10",0,24
"116.26,39.83",0,2
"117.11,40.21",0,0
"115.98,39.71",1,5
"116.53,40.44",0,1
"116.15,39.68",0,4
"116.67,40.15",0,0
"116.50,39.99",0,11
"116.68,40.21",0,0
"116.83,40.44",0,3
"116.17,39.81",0,5
"116.76,39.68",0,8
"116.72,40.15",0,0
"116.37,40.06",0,37
"116.66,39.86",0,20
"116.42,39.53",0,0
"116.75,40.03",0,4
"116.85,40.12",0,0
"116.62,39.91",0,36
"116.17,40.20",0,1
"116.52,39.97",0,0
"116.65,39.94",0,13
"116.42,39.50",0,0
"116.59,39.88",0,4
"116.08,40.07",0,4
"116.75,39.85",0,6
"116.12,40.09",0,0
"116.49,39.74",0,1
"116.45,39.75",0,2
"116.51,39.67",0,1
"116.16,39.80",0,6
"116.22,40.14",0,10
"116.34,40.13",0,0
"116.72,40.24",0,0
"116.28,40.11",0,16
"116.68,39.97",0,2
"116.18,39.88",0,0
"116.76,39.89",0,0
"116.20,40.14",0,0
"116.87,39.81",0,3
"116.23,39.59",0,0
"116.91,40.13",0,0
"116.14,39.62",0,0
"116.60,39.98",0,0
"116.55,39.84",0,10
"116.31,39.63",0,1
"115.72,40.07",0,3
"116.53,40.07",0,23
"116.82,40.37",0,67
"116.82,40.03",0,0
"116.27,39.64",0,0
"116.70,39.96",0,5
"115.98,39.72",0,7
"116.66,39.65",0,0
"116.20,40.17",0,11
"116.18,39.74",0,5
"116.27,40.13",0,6
"116.54,40.08",0,36
"116.33,39.61",0,50
"116.39,39.70",0,2
"116.37,39.74",0,1
"116.59,40.15",0,0
"116.28,39.70",0,4
"116.63,40.28",0,16
"116.74,40.03",0,3
"116.36,40.09",0,15
"116.45,40.15",0,4
"116.38,40.06",0,12
"116.10,39.73",0,5
"115.98,40.42",0,1
"116.21,39.99",1,28
"116.18,40.21",0,0
"116.66,40.18",0,0
"116.58,40.01",0,4
"116.20,40.05",0,0
"116.32,39.53",0,5
"116.78,40.39",0,0
"116.38,39.64",0,0
"116.48,39.81",1,11
"116.21,39.70",0,4
"115.93,40.35",0,2
"116.83,40.15",0,0
"116.58,39.86",0,1
"115.98,40.47",0,19
"116.21,40.00",0,15
"116.34,39.70",0,0
"116.17,40.09",0,5
"116.74,40.08",0,58
"116.71,39.95",0,0
"116.14,39.97",0,2
"116.23,40.06",0,5
"116.29,39.52",0,2
"115.94,39.68",0,1
"116.17,40.08",0,2
"116.15,40.25",0,0
"116.46,40.03",0,24
"116.14,39.85",0,1
"116.64,40.30",0,37
"116.14,40.14",0,2
"116.34,40.11",0,1
"116.58,40.18",0,0
"116.15,40.56",0,0
"116.51,39.71",0,0
"116.78,40.24",0,2
"116.34,39.75",0,21
