o,tube_stops_o,car_prob_o
"116.23,39.95",0,28
"116.39,39.80",0,74
"116.65,40.03",0,90
"116.12,39.91",1,13
"116.33,40.13",0,20
"116.46,39.99",1,108
"116.34,39.74",0,232
"116.54,40.06",0,22
"116.25,40.14",0,56
"116.59,40.06",0,26
"116.61,40.13",0,15
"116.61,40.08",0,123
"116.51,39.77",0,239
"116.10,39.71",0,40
"116.33,39.87",0,52
"116.56,39.80",0,1
"116.34,39.71",0,41
"115.97,40.36",0,12
"116.35,39.88",0,66
"116.56,40.10",0,180
"116.43,39.80",0,138
"116.23,40.16",0,38
"116.27,39.99",0,144
"116.51,39.80",0,31
"116.32,40.03",0,400
"116.63,40.34",0,0
"116.30,39.87",0,80
"116.67,40.41",0,38
"116.37,39.77",0,4
"116.36,39.83",0,208
"117.26,40.64",0,235
"116.48,39.75",0,191
"115.96,40.47",0,100
"116.84,40.22",0,70
"115.96,39.70",0,0
"116.56,39.69",0,191
"116.15,39.72",1,88
"116.37,39.76",0,141
"116.28,40.09",0,166
"115.99,40.36",0,72
"116.50,39.96",0,111
"116.53,39.96",0,400
"116.52,39.77",0,2
"116.42,40.07",0,7
"116.55,39.94",0,38
"116.73,39.91",0,15
"116.05,40.34",0,400
"116.31,40.22",0,400
"117.09,40.14",0,164
"116.34,40.09",1,70
"116.44,39.80",0,191
"116.27,39.94",0,126
"116.43,39.87",0,202
"116.53,40.05",0,400
"116.40,40.15",0,13
"116.58,39.80",0,163
"116.62,39.99",0,1
"116.13,40.16",0,55
"116.31,40.02",0,86
"116.08,39.87",0,196
"116.21,39.93",0,0
"116.23,40.05",0,208
"116.35,40.08",0,42
"116.01,40.36",0,80
"116.34,40.23",0,0
"116.49,39.93",0,166
"116.56,40.08",0,246
"116.20,39.65",0,0
"116.06,39.79",0,86
"116.72,40.03",0,1
"116.24,40.00",0,137
"116.47,39.85",0,55
"116.59,39.80",1,304
"116.63,40.23",0,0
"116.37,39.99",0,183
"116.55,40.11",0,22
"116.64,40.32",0,20
"116.28,39.81",0,13
"116.16,39.92",1,13
"116.65,39.87",0,42
"116.36,40.03",0,7
"116.16,40.17",0,48
"116.22,39.94",0,191
"116.32,39.50",0,103
"116.27,40.18",0,103
"116.18,39.77",0,107
"116.55,39.87",0,240
"116.28,39.86",0,0
"116.52,39.96",0,97
"116.50,39.94",0,232
"117.13,40.12",0,200
"116.71,39.77",0,27
"116.62,40.16",0,37
"116.66,39.87",0,0
"116.17,39.82",0,110
"116.32,40.15",0,146
"116.17,40.07",0,54
"116.52,40.02",0,6
"116.42,39.74",0,73
"116.30,39.84",0,191
"116.44,40.03",0,36
"116.21,40.07",1,42
"116.45,40.04",0,0
"116.54,39.76",0,17
"116.28,39.84",0,3
"116.19,39.90",0,97
"116.63,40.26",0,400
"116.49,39.77",0,89
"117.03,40.05",0,388
"116.24,39.90",0,126
"116.12,39.81",0,39
"116.33,39.79",0,400
"116.40,39.85",0,16
"116.67,40.29",0,0
"116.26,39.93",0,219
"116.42,40.12",0,72
"116.54,40.01",0,165
"116.52,39.82",0,126
"116.58,39.96",0,15
"116.37,39.53",0,0
"116.59,39.79",0,34
"116.35,39.87",0,143
"116.35,39.81",0,191
"116.31,40.04",0,68
"116.24,40.11",0,112
"116.52,39.94",0,190
"116.54,39.96",0,126
"116.48,39.76",0,166
"116.70,39.71",0,55
"116.15,39.79",0,319
"116.10,39.96",0,0
"116.48,40.02",0,48
"116.43,40.02",0,13
"116.32,39.54",0,77
"116.27,39.97",0,0
"116.11,39.66",0,6
"116.63,40.10",0,29
"116.21,40.24",0,400
"116.22,39.96",0,90
"116.57,40.07",0,166
"116.19,39.72",0,76
"116.60,40.03",0,11
"116.71,39.90",1,400
"116.37,39.83",0,291
"115.90,40.37",0,3
"116.52,39.89",0,90
"116.62,39.83",0,171
"116.48,39.84",0,109
"116.25,40.12",0,191
"116.56,40.13",0,180
"116.43,39.75",0,131
"116.25,39.84",0,11
"116.66,39.92",1,45
"116.37,39.80",0,27
"116.54,40.08",0,160
"116.30,40.01",0,27
"116.53,39.78",0,42
"117.09,40.13",0,400
"116.26,40.23",0,126
"116.21,40.20",0,48
"116.57,40.08",0,161
"116.49,40.03",0,126
"116.82,40.13",0,113
"116.33,39.83",0,69
"116.12,39.94",0,1
"116.62,40.32",0,152
"116.26,40.01",1,36
"116.24,39.97",0,115
"116.30,39.62",0,5
"116.61,40.20",0,1
"116.43,40.06",0,204
"116.85,40.38",0,200
"116.90,40.20",0,7
"116.44,39.83",1,190
"116.27,39.76",0,123
"116.26,40.02",0,103
"116.85,40.15",0,1
"116.31,39.68",0,400
"116.40,39.87",0,237
"116.40,39.80",1,73
"116.09,39.94",0,1
"116.07,40.16",0,49
"116.64,39.90",0,45
"116.20,39.76",0,324
"116.46,39.97",0,56
"116.68,40.41",0,100
"116.58,40.00",0,232
"116.51,39.84",0,400
"116.00,39.73",0,173
"116.61,40.04",0,400
"116.58,39.92",0,324
"116.17,40.12",0,8
"116.03,40.33",0,239
"116.05,39.71",1,13
"116.32,39.76",0,7
"116.63,39.94",0,73
"116.64,39.91",0,90
"116.27,40.06",0,5
"116.77,39.94",0,72
"116.63,40.11",0,124
"116.81,40.15",0,103
"116.32,40.14",0,57
"116.26,40.13",0,253
"116.58,39.89",0,0
"116.69,40.01",0,1
"116.41,40.18",0,90
"116.66,40.11",0,355
"116.71,39.85",0,67
"116.24,39.92",0,400
"116.65,40.18",0,45
"116.23,39.90",0,0
"116.55,39.78",0,0
"116.67,39.91",0,9
"116.28,39.75",0,400
"115.68,39.60",0,2
"116.37,40.09",0,65
"116.32,39.68",0,157
"116.17,39.75",0,161
"116.19,39.94",0,400
"116.47,39.96",0,61
"116.33,40.06",0,55
"116.63,40.17",0,4
"116.70,40.13",0,1
"116.65,40.32",0,30
"116.28,40.20",0,138
"116.55,39.74",0,115
"116.18,39.76",1,80
"116.73,39.90",1,193
"116.54,40.04",0,133
"116.31,39.78",0,400
"116.73,39.96",0,44
"116.59,39.90",0,154
"116.45,40.00",0,218
"116.69,39.94",0,319
"116.09,39.72",0,90
"116.26,40.14",0,400
"116.38,39.67",0,24
"116.58,40.05",0,50
"116.31,40.05",0,1
"116.17,39.91",0,251
"116.42,39.71",0,176
"116.34,40.02",0,400
"116.44,39.81",0,11
"116.55,39.90",0,40
"116.72,39.96",0,23
"116.37,39.78",0,176
"116.16,39.69",0,90
"116.65,39.94",0,191
"116.63,39.93",1,200
"116.62,39.92",0,15
"116.75,39.77",0,90
"116.38,39.75",0,260
"116.32,40.11",0,102
"115.89,40.42",0,11
"116.30,39.72",0,400
"116.47,40.13",0,166
"116.45,39.82",0,166
"116.26,40.15",0,103
"116.30,39.66",0,126
"116.44,40.10",0,95
"116.63,40.32",0,76
"116.29,39.81",1,90
"116.35,40.06",0,40
"116.21,39.92",0,48
"116.70,40.12",0,31
"115.95,40.44",0,0
"116.53,40.02",0,34
"116.16,39.73",0,173
"116.05,39.73",0,5
"116.40,40.14",0,91
"116.25,40.23",0,191
"116.48,39.80",0,333
"116.35,39.75",0,400
"116.20,39.81",0,4
"116.59,40.10",0,121
"116.34,39.75",0,219
"116.09,39.93",0,2
"117.01,40.16",0,5
"116.29,40.21",0,253
"116.43,40.24",0,12
"116.74,40.08",0,121
"116.53,39.76",0,167
"116.15,40.16",0,8
"116.28,39.82",0,37
"116.28,39.94",0,19
"116.32,40.10",0,39
"116.19,39.76",0,400
"116.66,40.09",0,126
"116.28,40.25",0,0
"116.23,40.19",0,13
"116.08,39.94",0,149
"116.18,39.86",1,54
"116.68,39.89",0,22
"116.61,40.07",0,150
"116.81,40.16",0,83
"116.67,39.87",1,22
"116.81,40.31",0,48
"116.58,39.87",0,3
"116.15,39.75",0,31
"116.42,39.81",0,5
"116.58,39.93",0,222
"116.33,39.88",0,148
"116.41,39.78",0,166
"116.25,39.83",0,324
"116.24,39.65",0,13
"116.41,40.01",0,22
"116.57,40.12",0,33
"116.50,39.76",0,5
"116.47,40.09",0,36
"116.29,40.08",0,400
"116.25,40.20",0,1
"116.06,39.73",0,176
"116.08,40.10",0,400
"116.16,39.79",0,7
"116.25,39.85",0,118
"116.15,40.25",0,138
"116.36,40.04",0,22
"116.65,39.99",0,400
"116.18,39.74",0,155
"116.41,40.12",0,97
"116.73,39.92",0,154
"116.42,39.55",0,11
"116.14,39.72",0,8
"116.08,39.72",1,7
"116.88,39.72",0,26
"116.53,39.98",0,34
"116.15,39.93",0,41
"116.36,40.09",0,130
"116.20,39.75",0,231
"116.67,39.88",0,75
"116.20,40.00",0,6
"116.16,39.75",0,88
"116.16,40.16",0,400
"116.10,39.89",0,41
"116.68,40.40",0,3
"116.32,39.80",0,27
"116.15,39.80",0,191
"116.66,39.91",0,9
"115.90,39.82",0,0
"116.22,40.03",0,13
"116.53,40.42",0,2
"116.40,40.06",0,146
"116.30,40.12",0,2
"116.68,39.86",0,0
"116.47,40.04",0,92
"116.45,40.09",0,10
"116.15,39.64",0,63
"116.18,39.75",1,400
"116.86,40.06",0,0
"116.54,40.02",0,0
"116.19,39.79",0,400
"116.50,39.86",0,72
"116.39,40.70",0,2
"116.28,39.88",0,283
"116.10,39.94",0,41
"116.66,40.21",0,314
"116.22,40.20",0,1
"116.57,39.76",0,13
"116.36,39.82",0,27
"116.27,40.20",0,319
"115.94,40.36",0,108
"116.18,39.84",0,96
"116.15,40.18",0,34
"116.64,40.14",0,78
"116.24,39.84",0,186
"116.02,40.36",0,166
"116.63,39.99",0,72
"116.68,40.32",0,191
"116.49,40.01",0,154
"116.25,40.15",0,183
"116.81,39.74",0,0
"116.36,39.80",0,84
"116.46,39.81",0,400
"116.24,39.83",0,244
"116.66,40.10",0,21
"116.23,39.89",0,89
"116.44,40.12",0,11
"116.32,39.86",0,137
"116.86,40.38",0,2
"116.35,40.02",0,166
"116.08,39.71",0,173
"116.55,39.77",0,4
"116.54,39.74",0,298
"116.27,39.92",0,167
"116.56,39.86",0,186
"116.21,40.15",0,78
"116.55,39.85",0,400
"116.21,39.69",0,208
"116.18,40.04",0,216
"116.31,40.06",0,103
"116.34,39.85",0,28
"116.41,40.17",0,192
"116.09,39.73",1,3
"116.48,39.94",0,298
"116.14,39.74",0,133
"115.96,39.76",0,6
"116.53,39.87",0,266
"116.13,39.74",0,133
"116.50,40.02",0,400
"116.72,39.81",0,2
"116.34,40.08",0,31
"116.51,40.09",0,0
"116.46,40.03",0,70
"116.72,39.80",0,165
"116.58,40.04",0,0
"116.19,40.17",0,400
"116.46,39.83",0,8
"116.52,39.84",0,388
"116.81,40.37",0,214
"116.51,39.97",0,184
"116.67,40.04",0,19
"116.19,40.00",0,10
"116.68,39.88",0,20
"116.28,39.72",0,190
"115.95,39.62",0,47
"117.24,40.18",0,70
"116.25,40.24",0,90
"116.28,40.11",0,78
"116.22,39.88",0,6
"116.48,40.10",0,24
"116.73,39.94",0,72
"116.23,40.00",0,12
"116.34,39.69",0,28
"116.08,39.93",0,40
"116.52,39.98",0,55
"116.25,40.04",0,296
"116.68,40.37",0,22
"116.54,39.75",0,48
"116.54,40.05",0,71
"116.06,39.67",0,3
"116.20,40.05",0,0
"116.17,39.93",0,400
"117.25,40.64",0,103
"116.20,39.90",0,204
"116.01,40.42",0,26
"116.23,40.07",1,55
"116.11,39.91",0,166
"116.04,39.72",0,0
"116.46,39.68",0,115
"116.65,39.95",0,4
"116.17,40.23",0,246
"116.49,40.18",0,2
"116.21,39.78",0,20
"116.55,39.80",0,75
"116.28,40.21",1,166
"116.54,39.88",0,52
"116.54,39.79",0,191
"116.58,39.82",0,15
"116.54,40.09",0,0
"116.41,39.72",0,167
"116.55,39.95",0,400
"116.39,40.05",0,10
"116.39,39.76",0,55
"116.41,40.11",0,7
"116.16,39.87",0,14
"115.98,40.44",0,21
"116.17,39.99",0,400
"116.43,39.83",0,400
"116.23,39.92",0,29
"116.41,39.66",0,166
"116.15,40.06",0,6
"116.52,40.00",0,191
"116.84,40.37",0,116
"116.54,40.03",0,74
"116.40,40.12",0,104
"116.47,39.81",0,0
"116.48,40.18",0,2
"116.16,40.05",0,260
"116.72,40.17",0,148
"117.26,40.65",0,65
"116.23,40.04",0,69
"116.46,40.13",0,31
"116.27,39.83",0,123
"116.51,40.08",0,5
"116.57,40.10",0,215
"116.49,40.00",0,400
"116.27,40.05",0,6
"116.40,39.78",0,13
"116.21,39.89",0,160
"115.85,40.48",0,1
"116.33,39.78",0,246
"116.31,39.87",0,93
"116.26,39.95",0,69
"116.10,40.27",0,7
"116.30,39.76",0,176
"116.11,39.72",0,400
"116.63,40.14",0,67
"116.67,40.12",0,330
"116.26,40.10",0,1
"116.51,39.86",1,167
"116.61,39.89",0,11
"116.54,40.42",0,58
"116.48,40.13",0,73
"116.11,40.10",0,100
"116.60,39.91",0,58
"116.31,39.63",0,17
"116.46,40.06",0,400
"116.16,39.77",0,32
"116.00,40.35",0,0
"116.11,40.07",0,40
"116.32,40.12",0,110
"116.57,39.98",0,15
"116.51,39.85",0,246
"116.17,39.77",0,176
"116.27,39.69",0,0
"116.25,40.21",0,54
"116.60,39.89",0,67
"116.66,40.17",0,194
"116.35,39.72",0,400
"116.29,39.78",0,15
"116.25,40.05",1,330
"116.59,39.93",0,266
"116.12,40.24",0,400
"116.46,39.80",0,3
"116.40,40.17",0,83
"116.61,39.98",0,3
"115.95,39.72",0,1
"116.22,39.73",0,400
"116.07,39.72",1,233
"116.45,39.74",0,0
"116.52,40.01",0,72
"117.07,40.13",0,200
"116.32,39.66",0,58
"117.12,40.14",0,400
"116.71,40.04",0,13
"116.41,39.70",0,72
"116.31,39.79",0,183
"116.21,40.09",0,52
"116.82,40.15",0,3
"116.14,39.94",0,74
"116.20,39.80",0,400
"116.26,40.04",0,9
"116.29,39.98",0,104
"116.17,39.94",0,107
"116.23,40.12",0,166
"116.56,40.21",0,16
"116.40,40.02",0,102
"116.65,40.16",0,13
"116.26,40.12",0,180
"115.92,39.73",0,29
"116.21,39.79",1,150
"116.38,40.17",0,24
"116.43,40.00",1,77
"116.28,39.74",0,191
"116.43,40.11",0,254
"116.79,39.78",0,44
"116.19,39.84",0,6
"116.28,40.22",1,80
"116.51,40.02",0,190
"116.39,40.08",0,62
"116.43,39.88",0,0
"116.18,39.94",0,84
"116.19,40.15",0,49
"116.56,39.75",0,23
"116.62,40.14",0,232
"116.28,40.06",0,4
"116.35,40.10",0,3
"116.51,40.21",0,73
"116.02,40.54",0,1
"116.42,39.83",0,191
"116.36,39.77",0,40
"116.53,39.86",0,5
"115.89,39.57",0,111
"116.57,40.00",0,148
"116.56,40.12",0,8
"116.83,40.43",0,388
"116.56,39.87",0,56
"116.15,39.92",0,324
"116.49,39.76",0,400
"116.54,40.11",0,3
"116.48,40.01",0,126
"116.65,40.19",0,244
"116.36,39.75",0,2
"116.09,39.80",0,0
"116.53,40.03",0,108
"116.53,40.04",1,0
"116.53,39.84",0,304
"116.27,39.98",0,400
"116.53,39.74",0,70
"116.21,39.95",0,165
"116.68,39.99",0,14
"116.13,40.25",0,55
"116.32,39.81",0,113
"116.66,40.22",0,0
"116.47,40.05",0,7
"116.11,40.08",0,5
"116.41,39.53",0,45
"117.09,40.38",0,29
"115.98,39.79",0,23
"116.10,39.78",0,6
"116.70,39.85",0,233
"115.98,39.71",1,0
"116.39,39.77",0,15
"116.30,39.70",0,14
"116.57,39.74",0,30
"116.21,39.81",0,82
"116.55,40.00",0,13
"116.25,40.16",0,15
"116.38,39.68",0,146
"116.61,40.15",0,33
"116.18,39.72",0,15
"116.09,39.74",0,74
"116.51,39.81",0,119
"116.63,39.87",0,42
"115.99,39.70",0,18
"116.18,39.95",0,235
"116.45,40.21",0,11
"116.31,40.15",0,55
"116.60,39.76",0,400
"116.16,40.24",0,400
"116.54,39.81",0,154
"116.56,39.96",0,26
"116.26,39.86",0,26
"116.42,40.13",0,400
"116.63,39.88",0,400
"116.40,40.16",0,0
"116.40,40.11",0,112
"116.50,39.99",0,254
"116.75,39.88",0,6
"115.97,40.45",0,0
"115.99,40.48",0,58
"116.65,39.76",0,51
"116.65,39.80",0,11
"116.53,39.79",0,126
"116.62,40.33",0,21
"115.97,40.44",0,52
"116.06,39.72",0,21
"116.08,39.77",0,8
"116.39,39.62",0,1
"116.34,39.51",0,400
"116.00,40.45",0,4
"116.50,39.68",0,86
"116.47,39.79",0,68
"116.22,39.99",0,0
"116.64,40.33",0,0
"116.07,40.00",0,400
"116.66,40.35",0,88
"116.31,39.77",0,16
"116.24,39.99",0,1
"116.56,39.84",0,26
"116.63,40.16",0,22
"116.16,39.81",0,38
"116.32,39.51",0,8
"116.29,40.13",1,5
"116.77,39.67",0,3
"116.43,40.17",0,41
"116.20,40.19",0,400
"115.95,39.68",0,74
"116.25,40.02",0,145
"116.20,39.63",0,55
"116.40,39.76",0,126
"117.00,40.05",0,191
"117.17,40.49",0,70
"116.23,39.98",1,183
"116.65,39.93",0,15
"116.47,39.82",0,11
"116.22,40.07",0,296
"116.70,39.84",0,4
"116.70,39.88",0,69
"116.30,40.02",0,138
"116.12,39.90",1,400
"116.76,39.94",0,400
"116.75,40.38",0,111
"116.52,40.05",0,202
"116.57,39.69",0,7
"116.33,40.09",0,108
"116.74,40.20",0,191
"116.29,40.06",0,30
"116.72,39.85",0,27
"116.30,40.03",0,237
"116.39,40.06",0,65
"116.72,39.90",0,184
"115.78,39.54",0,7
"116.25,39.88",0,24
"116.32,39.82",0,50
"116.37,39.65",0,131
"116.69,40.27",0,111
"116.10,39.69",0,170
"116.30,40.14",0,400
"116.60,40.29",0,119
"116.25,40.22",0,44
"116.57,39.81",0,4
"116.59,40.09",0,97
"116.36,39.57",0,18
"116.14,39.80",0,115
"116.40,39.81",1,166
"116.36,39.69",0,319
"116.56,39.74",0,193
"116.55,40.12",0,220
"116.49,40.04",0,143
"116.50,39.84",0,25
"116.60,39.88",0,232
"116.77,40.14",0,3
"116.67,40.39",0,38
"116.42,40.14",0,94
"116.55,39.83",0,166
"116.52,40.08",0,133
"116.49,40.21",0,126
"116.49,39.81",0,49
"116.74,40.13",0,37
"116.40,39.71",0,2
"116.65,40.17",0,0
"116.53,40.01",0,50
"116.23,40.15",0,96
"116.83,40.15",0,237
"116.12,39.73",0,1
"116.60,40.26",0,6
"116.59,40.14",0,39
"116.38,40.12",0,95
"115.98,40.36",0,377
"116.66,39.86",0,113
"116.26,39.81",0,191
"116.16,39.89",0,0
"116.38,39.80",0,56
"116.38,40.05",0,194
"116.40,39.83",0,45
"116.22,39.89",0,29
"116.40,39.70",0,90
"116.66,40.03",0,0
"116.69,39.92",0,30
"115.97,39.71",0,336
"116.20,39.97",0,400
"116.64,39.87",0,4
"116.71,39.97",0,1
"116.55,40.05",0,254
"116.46,39.82",0,103
"116.07,39.71",0,163
"116.14,40.14",0,24
"116.37,40.22",0,2
"116.25,40.18",0,8
"116.69,40.08",0,400
"116.31,39.80",0,12
"116.58,39.84",0,3
"116.66,39.81",0,0
"116.49,40.15",0,191
"116.24,40.03",0,166
"116.64,40.02",0,106
"116.16,39.71",0,150
"116.61,39.76",0,39
"116.12,40.25",0,80
"116.80,40.44",0,2
"116.58,40.12",0,2
"116.51,39.99",0,25
"116.59,40.37",0,47
"116.34,40.17",0,115
"116.66,40.04",0,145
"116.06,39.71",1,113
"116.62,39.72",0,157
"116.55,39.88",0,115
"116.11,39.93",0,24
"116.69,39.86",0,104
"116.54,39.89",0,143
"116.55,39.69",0,137
"116.21,40.10",0,87
"116.65,39.79",0,0
"116.44,40.00",0,176
"116.53,39.97",0,17
"116.24,39.94",0,92
"116.16,39.78",0,176
"116.70,40.32",0,1
"116.24,39.89",0,103
"116.24,40.05",0,27
"116.36,40.05",0,242
"116.57,39.72",0,25
"116.48,39.95",0,400
"116.71,39.94",0,106
"116.50,40.18",0,102
"116.55,40.16",0,75
"116.35,39.70",0,208
"116.75,39.83",0,1
"116.33,39.71",0,145
"116.24,39.87",0,137
"116.61,39.88",0,33
"116.48,39.85",0,0
"116.20,40.08",0,97
"116.63,40.22",0,67
"116.16,40.23",0,52
"117.02,40.15",0,10
"115.96,40.37",0,246
"116.65,40.14",0,71
"116.23,39.83",0,11
"116.16,39.80",0,1
"117.00,40.07",0,36
"116.36,40.23",0,72
"116.56,40.03",0,400
"116.13,40.09",0,3
"116.22,40.18",0,314
"116.46,40.05",0,60
"116.59,39.82",0,3
"116.21,40.03",0,69
"116.57,39.70",0,103
"116.55,40.25",0,183
"116.54,39.61",0,1
"116.55,39.66",0,0
"116.69,39.74",0,400
"115.90,39.60",0,13
"116.55,39.86",0,68
"116.59,39.88",0,319
"116.28,40.18",0,11
"116.36,40.02",0,11
"116.08,40.38",0,1
"116.47,40.12",0,180
"116.21,40.27",0,1
"116.23,40.08",0,0
"116.23,40.11",0,20
"116.55,40.13",0,148
"116.07,39.73",0,4
"115.95,40.46",0,23
"116.18,39.99",0,377
"116.00,39.68",0,3
"115.98,39.69",0,166
"116.61,40.17",0,400
"116.80,39.71",0,2
"116.18,39.81",0,11
"116.74,39.86",0,4
"116.35,39.71",0,75
"116.15,40.07",0,80
"116.69,39.79",0,126
"116.25,39.94",0,13
"115.80,40.46",0,19
"116.14,39.71",0,0
"116.42,39.76",0,0
"116.58,39.99",0,55
"116.32,39.72",0,220
"116.71,39.86",0,6
"116.29,40.07",0,376
"116.63,40.04",0,3
"116.19,39.80",0,400
"116.20,40.22",0,27
"116.33,39.86",0,166
"116.35,39.83",0,61
"116.14,39.78",0,0
"116.45,40.05",0,103
"116.50,40.16",0,0
"116.59,40.12",0,6
"116.74,39.94",0,15
"116.01,40.32",0,153
"116.64,40.21",0,400
"116.46,39.77",0,208
"115.97,40.46",0,55
"116.16,39.86",0,0
"116.21,39.94",0,26
"117.11,40.14",0,8
"116.62,39.85",0,166
"116.21,39.77",0,190
"116.31,40.14",0,84
"116.34,39.86",0,209
"116.55,39.73",0,0
"116.48,40.06",0,2
"116.29,40.11",0,81
"116.70,39.99",0,7
"116.59,40.15",0,336
"116.57,40.04",0,31
"116.70,40.01",0,242
"116.22,39.72",0,150
"116.61,40.29",0,2
"116.48,40.09",0,10
"116.71,39.95",0,72
"116.12,39.71",0,150
"116.59,40.01",0,209
"116.69,40.41",0,77
"116.72,39.92",0,72
"116.29,39.68",0,191
"116.40,39.79",0,27
"116.66,39.66",0,166
"116.11,40.09",0,154
"116.70,39.81",0,66
"116.25,39.77",0,2
"116.06,39.59",0,22
"116.13,39.90",0,42
"116.71,40.10",0,111
"116.20,39.94",0,400
"116.02,40.44",0,55
"116.59,40.07",0,96
"116.46,40.17",0,69
"116.14,39.92",0,47
"116.24,40.17",0,158
"116.48,39.68",0,6
"116.64,39.94",0,4
"117.18,40.13",0,103
"116.33,40.11",0,169
"116.66,40.25",0,113
"116.43,39.65",0,173
"116.11,39.84",0,42
"115.94,39.62",0,115
"116.41,40.22",0,400
"116.71,39.82",0,72
"116.64,40.29",0,66
"116.09,39.67",0,400
"117.16,40.44",0,400
"116.93,40.40",0,26
"116.40,39.74",0,15
"116.42,39.78",1,86
"116.48,40.07",0,40
"116.29,39.72",0,108
"116.06,39.70",0,7
"116.85,40.39",0,200
"116.66,40.01",0,376
"116.06,39.68",0,26
"116.25,40.00",0,0
"116.50,39.75",0,72
"116.70,40.04",0,103
"116.17,40.08",0,0
"116.69,39.77",0,1
"116.20,39.79",0,12
"116.70,40.33",0,31
"116.27,40.07",0,58
"116.60,40.07",0,189
"116.20,40.17",0,115
"116.48,39.62",0,166
"116.27,40.09",0,73
"116.14,39.85",0,286
"116.33,39.67",0,400
"116.15,39.86",0,126
"115.96,40.41",0,0
"116.20,40.09",0,18
"116.01,39.70",1,89
"116.30,40.16",0,37
"116.59,39.83",0,7
"116.19,40.20",0,117
"116.69,39.95",0,126
"116.53,39.95",0,187
"116.21,40.25",0,191
"116.55,40.10",0,7
"115.98,40.45",0,10
"116.71,40.24",0,191
"116.78,39.71",0,15
"116.69,39.81",0,2
"116.60,40.21",0,0
"116.18,39.80",0,400
"116.14,40.11",0,0
"116.44,39.79",0,6
"116.67,39.94",0,69
"116.70,39.98",0,6
"115.96,39.66",0,207
"116.66,40.08",0,32
"116.62,40.05",0,6
"116.75,40.12",0,6
"116.45,40.11",0,219
"116.40,40.19",0,58
"115.92,39.64",0,3
"116.88,39.71",0,0
"116.45,39.76",0,34
"116.13,40.08",0,10
"116.02,39.60",0,22
"116.56,39.76",0,66
"116.73,39.68",0,191
"116.20,39.83",0,214
"116.72,39.95",0,400
"116.19,39.81",0,32
"116.47,39.62",0,55
"116.64,40.18",0,6
"116.09,39.95",0,1
"116.50,39.82",0,16
"116.14,39.95",0,134
"116.63,39.92",0,190
"116.03,39.71",1,123
"116.60,39.74",0,400
"116.80,40.33",0,53
"115.83,39.65",0,1
"116.02,40.28",0,4
"116.00,39.70",1,45
"116.05,39.74",0,35
"116.62,40.10",0,24
"116.48,39.81",1,56
"116.11,39.85",0,137
"116.21,40.11",0,55
"116.03,40.48",0,2
"116.29,39.79",0,96
"116.28,39.55",0,0
"116.23,40.24",0,191
"116.01,40.29",0,10
"116.79,39.81",0,42
"116.55,40.40",0,29
"116.63,40.12",0,148
"116.36,39.68",0,400
"116.26,39.82",0,27
"116.19,39.89",0,100
"116.18,40.23",0,17
"116.39,39.82",0,123
"116.54,39.93",0,151
"116.57,40.01",0,22
"116.51,39.72",0,7
"116.60,40.06",0,66
"115.98,39.68",0,400
"116.12,40.09",0,4
"116.62,40.02",0,49
"115.95,39.73",0,191
"116.58,40.13",0,0
"117.06,40.39",0,4
"116.27,39.82",0,90
"117.11,40.16",0,9
"116.19,40.04",0,147
"116.64,40.17",0,12
"115.86,40.48",0,1
"116.54,39.73",0,400
"116.43,39.82",0,16
"116.62,39.66",0,332
"115.63,39.83",0,10
"116.20,39.89",0,80
"116.25,39.78",0,297
"116.50,39.69",0,400
"116.86,40.37",0,191
"116.59,40.11",0,3
"116.14,40.24",0,16
"116.06,39.99",0,4
"116.56,39.77",0,97
"116.64,39.75",0,36
"116.64,40.11",0,0
"116.28,40.07",0,31
"116.13,39.94",0,78
"116.65,40.62",0,6
"116.71,39.79",0,21
"116.60,40.00",0,74
"116.20,39.84",0,62
"116.07,39.94",0,15
"116.23,39.96",0,35
"116.38,40.09",0,244
"116.59,39.86",0,254
"116.56,40.09",0,166
"116.24,39.85",0,123
"116.54,39.87",0,37
"116.44,40.01",0,166
"116.44,39.76",1,2
"116.59,40.22",0,147
"116.84,40.16",0,16
"116.67,40.17",0,191
"116.37,39.74",0,5
"116.51,40.23",0,55
"116.37,40.04",0,18
"116.78,39.77",0,0
"116.15,40.13",0,176
"116.14,40.13",0,235
"116.03,39.60",0,15
"116.64,39.85",0,59
"116.19,39.88",0,18
"116.69,39.93",0,191
"116.90,40.39",0,49
"116.42,40.09",0,149
"116.23,39.99",0,214
