o,bus_stops,tube_stops
"116.38,39.94",3.0,0.0
"116.50,39.97",7.0,0.0
"116.14,39.75",9.0,0.0
"116.31,40.11",2.0,1.0
"116.21,40.23",3.0,0.0
"116.46,39.86",4.0,0.0
"116.56,40.00",4.0,0.0
"116.73,40.12",3.0,0.0
"116.49,39.82",1.0,0.0
"116.65,39.89",10.0,1.0
"116.16,39.72",4.0,0.0
"116.44,40.02",4.0,0.0
"116.31,39.86",4.0,0.0
"116.73,40.29",0.0,0.0
"116.50,39.78",3.0,0.0
"116.16,40.07",1.0,1.0
"116.29,39.86",5.0,0.0
"116.00,39.69",1.0,0.0
"116.39,39.68",6.0,0.0
"116.59,40.04",4.0,0.0
"116.55,39.92",1.0,0.0
"116.38,40.10",2.0,0.0
"116.48,39.86",1.0,0.0
"116.36,39.95",8.0,0.0
"116.16,39.93",8.0,0.0
"116.32,39.73",9.0,0.0
"116.55,40.03",3.0,0.0
"116.27,40.00",3.0,1.0
"116.52,39.86",0.0,1.0
"116.68,39.90",5.0,1.0
"116.45,39.67",1.0,0.0
"116.10,39.74",2.0,0.0
"116.29,40.14",0.0,0.0
"116.32,39.62",3.0,0.0
"116.61,39.91",2.0,1.0
"116.11,39.68",0.0,0.0
"116.48,39.74",1.0,0.0
"116.24,40.08",5.0,0.0
"116.12,40.13",0.0,0.0
"116.58,40.07",3.0,0.0
"116.46,40.01",11.0,1.0
"116.62,39.87",1.0,0.0
"116.67,39.66",2.0,0.0
"116.24,40.04",3.0,0.0
"116.40,39.90",7.0,0.0
"116.26,39.87",2.0,0.0
"116.36,39.76",3.0,0.0
"116.22,40.29",2.0,0.0
"116.69,39.87",6.0,0.0
"116.23,39.93",4.0,0.0
"116.54,39.80",1.0,0.0
"116.13,39.73",12.0,0.0
"116.67,39.86",4.0,0.0
"116.06,39.65",5.0,0.0
"116.34,39.72",13.0,0.0
"116.53,40.09",1.0,0.0
"116.34,40.05",11.0,0.0
"116.16,39.74",1.0,0.0
"116.37,39.70",4.0,0.0
"116.65,39.90",6.0,0.0
"116.31,40.00",4.0,0.0
"116.50,39.95",1.0,0.0
"116.43,40.05",6.0,0.0
"116.33,39.80",3.0,0.0
"116.47,39.94",3.0,1.0
"116.22,40.21",5.0,0.0
"116.35,40.11",5.0,0.0
"116.62,40.30",4.0,0.0
"116.45,39.98",5.0,0.0
"116.51,39.89",2.0,0.0
"116.74,40.06",1.0,0.0
"116.35,39.67",6.0,0.0
"116.30,40.06",5.0,0.0
"116.44,39.86",7.0,0.0
"116.53,39.93",0.0,0.0
"116.60,39.92",6.0,0.0
"116.33,40.03",5.0,0.0
"116.25,39.87",5.0,0.0
"116.18,39.90",0.0,0.0
"116.25,40.01",0.0,0.0
"116.33,40.05",4.0,0.0
"116.28,39.95",3.0,0.0
"116.53,39.81",3.0,0.0
"116.61,39.83",2.0,0.0
"116.22,40.10",0.0,0.0
"116.55,40.01",4.0,0.0
"116.24,40.16",1.0,0.0
"116.43,39.81",0.0,0.0
"116.35,39.76",7.0,0.0
"116.56,39.82",2.0,0.0
"116.40,40.18",6.0,0.0
"116.29,39.85",2.0,1.0
"116.22,39.91",3.0,0.0
"116.27,40.01",3.0,0.0
"116.27,40.10",4.0,0.0
"116.49,40.10",1.0,0.0
"116.53,39.90",1.0,0.0
"116.36,39.92",6.0,0.0
"116.49,40.09",3.0,0.0
"116.60,40.04",2.0,0.0
"116.37,40.07",0.0,0.0
"116.52,39.80",3.0,0.0
"116.65,39.84",0.0,0.0
"116.50,40.04",0.0,0.0
"116.38,39.85",5.0,0.0
"116.28,39.91",6.0,0.0
"116.37,40.10",6.0,0.0
"116.48,40.05",0.0,0.0
"116.23,39.91",4.0,1.0
"116.40,40.08",1.0,0.0
"116.26,39.85",3.0,0.0
"116.44,39.98",1.0,0.0
"116.13,40.24",9.0,0.0
"116.51,40.26",0.0,0.0
"116.50,39.81",3.0,0.0
"116.49,39.94",2.0,0.0
"116.30,40.15",5.0,0.0
"116.56,40.05",2.0,0.0
"116.22,39.95",4.0,0.0
"115.99,40.42",1.0,0.0
"116.58,39.97",0.0,0.0
"116.53,40.10",6.0,0.0
"116.32,40.09",3.0,1.0
"116.51,39.98",1.0,0.0
"116.58,39.76",7.0,0.0
"116.33,39.95",5.0,0.0
"116.65,39.69",1.0,0.0
"116.51,40.11",0.0,0.0
"116.83,40.39",6.0,0.0
"116.66,40.13",8.0,0.0
"116.23,40.20",15.0,0.0
"116.27,40.15",5.0,0.0
"116.49,40.02",2.0,1.0
"116.43,40.01",3.0,0.0
"116.47,40.02",2.0,0.0
"116.26,40.17",3.0,0.0
"116.67,40.36",3.0,0.0
"116.19,39.93",7.0,0.0
"116.57,39.90",3.0,0.0
"116.32,39.87",8.0,0.0
"116.17,39.71",4.0,0.0
"116.61,39.96",0.0,0.0
"116.31,39.72",4.0,0.0
"116.27,39.84",0.0,0.0
"116.53,39.88",0.0,0.0
"116.36,40.11",2.0,0.0
"116.09,39.68",1.0,0.0
"116.20,40.24",3.0,1.0
"116.49,39.96",9.0,0.0
"116.32,40.05",6.0,0.0
"116.64,39.92",4.0,0.0
"116.42,39.79",1.0,0.0
"116.19,39.83",2.0,0.0
"116.50,39.89",2.0,1.0
"116.49,39.92",2.0,0.0
"116.28,39.97",5.0,0.0
"116.57,39.96",2.0,0.0
"116.64,40.31",5.0,0.0
"116.17,39.73",0.0,0.0
"116.26,40.03",3.0,0.0
"116.48,39.99",5.0,0.0
"116.56,39.93",0.0,0.0
"116.63,39.89",6.0,0.0
"116.39,39.88",15.0,1.0
"116.54,39.91",1.0,0.0
"117.10,40.14",16.0,0.0
"116.38,40.06",3.0,0.0
"116.60,39.93",5.0,0.0
"116.32,39.67",4.0,0.0
"116.33,39.73",11.0,1.0
"116.42,40.01",1.0,0.0
"116.74,39.90",2.0,1.0
"116.65,40.10",0.0,0.0
"116.17,39.92",4.0,1.0
"116.62,40.12",6.0,0.0
"116.21,39.87",0.0,0.0
"116.20,40.20",3.0,0.0
"116.39,39.70",1.0,0.0
"116.57,39.88",1.0,0.0
"116.41,40.10",3.0,0.0
"116.02,39.67",1.0,0.0
"116.77,39.68",0.0,0.0
"116.37,40.11",2.0,0.0
"116.66,40.12",10.0,0.0
"116.66,40.18",0.0,0.0
"116.52,39.85",4.0,0.0
"116.56,40.07",3.0,0.0
"116.82,40.04",3.0,0.0
"116.58,39.98",2.0,0.0
"116.26,40.08",2.0,0.0
"116.12,39.72",7.0,1.0
"116.28,39.99",3.0,0.0
"116.06,39.69",4.0,0.0
"115.87,39.66",1.0,0.0
"116.87,40.15",2.0,0.0
"116.20,40.04",2.0,0.0
"116.41,39.85",5.0,0.0
"116.33,39.85",1.0,0.0
"116.58,40.09",2.0,0.0
"116.51,39.76",2.0,0.0
"116.13,39.75",2.0,0.0
"116.25,40.07",0.0,0.0
"116.49,39.99",5.0,0.0
"116.32,39.63",9.0,0.0
"116.25,39.86",4.0,1.0
"116.14,39.81",3.0,0.0
"116.66,40.07",2.0,0.0
"116.50,40.00",2.0,0.0
"116.64,39.88",18.0,0.0
"115.96,40.45",4.0,0.0
"116.60,40.10",2.0,0.0
"116.47,39.83",2.0,0.0
"116.12,39.96",3.0,0.0
"116.84,40.38",21.0,0.0
"116.51,40.01",2.0,0.0
"116.17,39.76",0.0,0.0
"116.10,39.72",1.0,0.0
"116.37,39.71",0.0,0.0
"116.26,39.91",3.0,0.0
"116.68,39.87",9.0,1.0
"116.41,39.82",2.0,0.0
"116.61,39.90",1.0,1.0
"116.63,40.07",1.0,0.0
"116.12,40.23",3.0,0.0
"116.34,39.81",1.0,0.0
"116.70,40.14",3.0,0.0
"116.67,39.90",4.0,0.0
"116.20,39.92",6.0,0.0
"116.14,40.10",4.0,0.0
"116.33,39.69",0.0,0.0
"116.24,39.88",1.0,0.0
"117.00,40.06",3.0,0.0
"116.39,39.81",3.0,0.0
"116.42,39.96",8.0,0.0
"116.52,39.76",4.0,0.0
"116.38,40.16",3.0,0.0
"116.34,39.78",2.0,0.0
"116.34,39.67",4.0,0.0
"116.47,39.84",3.0,0.0
"116.28,40.08",2.0,0.0
"116.79,39.74",0.0,0.0
"116.44,39.77",6.0,1.0
"116.30,40.17",2.0,0.0
"116.17,39.84",3.0,0.0
"116.61,40.16",2.0,0.0
"116.58,40.06",2.0,0.0
"116.37,39.93",12.0,1.0
"116.54,40.00",0.0,0.0
"116.35,39.80",0.0,0.0
"116.34,39.77",3.0,0.0
"116.27,39.95",4.0,0.0
"116.10,39.93",7.0,0.0
"116.30,40.07",6.0,0.0
"116.23,39.95",1.0,0.0
"116.39,39.80",3.0,0.0
"116.65,40.03",0.0,0.0
"116.12,39.91",1.0,1.0
"116.33,40.13",0.0,0.0
"116.46,39.99",12.0,1.0
"116.34,39.74",5.0,0.0
"116.54,40.06",0.0,0.0
"116.25,40.14",1.0,0.0
"116.59,40.06",1.0,0.0
"116.61,40.13",1.0,0.0
"116.61,40.08",0.0,0.0
"116.51,39.77",5.0,0.0
"116.10,39.71",0.0,0.0
"116.33,39.87",5.0,0.0
"116.56,39.80",13.0,0.0
"116.34,39.71",8.0,0.0
"115.97,40.36",3.0,0.0
"116.35,39.88",8.0,0.0
"116.56,40.10",3.0,0.0
"116.43,39.80",2.0,0.0
"116.23,40.16",0.0,0.0
"116.27,39.99",1.0,0.0
"116.51,39.80",8.0,0.0
"116.32,40.03",2.0,0.0
"116.63,40.34",5.0,0.0
"116.30,39.87",3.0,0.0
"116.67,40.41",0.0,0.0
"116.37,39.77",2.0,0.0
"116.36,39.83",10.0,0.0
"117.26,40.64",3.0,0.0
"116.48,39.75",2.0,0.0
"115.96,40.47",0.0,0.0
"116.84,40.22",1.0,0.0
"115.96,39.70",2.0,0.0
"116.56,39.69",3.0,0.0
"116.15,39.72",2.0,1.0
"116.37,39.76",2.0,0.0
"116.28,40.09",4.0,0.0
"115.99,40.36",0.0,0.0
"116.50,39.96",2.0,0.0
"116.53,39.96",13.0,0.0
"116.52,39.77",5.0,0.0
"116.42,40.07",10.0,0.0
"116.55,39.94",2.0,0.0
"116.73,39.91",7.0,0.0
"116.05,40.34",0.0,0.0
"116.31,40.22",2.0,0.0
"117.09,40.14",10.0,0.0
"116.34,40.09",3.0,1.0
"116.44,39.80",4.0,0.0
"116.27,39.94",5.0,0.0
"116.43,39.87",5.0,0.0
"116.53,40.05",2.0,0.0
"116.40,40.15",1.0,0.0
"116.58,39.80",9.0,0.0
"116.62,39.99",1.0,0.0
"116.13,40.16",5.0,0.0
"116.31,40.02",4.0,0.0
"116.08,39.87",1.0,0.0
"116.21,39.93",2.0,0.0
"116.23,40.05",2.0,0.0
"116.35,40.08",10.0,0.0
"116.01,40.36",0.0,0.0
"116.34,40.23",2.0,0.0
"116.49,39.93",7.0,0.0
"116.56,40.08",6.0,0.0
"116.20,39.65",1.0,0.0
"116.06,39.79",1.0,0.0
"116.72,40.03",1.0,0.0
"116.24,40.00",3.0,0.0
"116.47,39.85",1.0,0.0
"116.59,39.80",4.0,1.0
"116.63,40.23",0.0,0.0
"116.37,39.99",6.0,0.0
"116.55,40.11",6.0,0.0
"116.64,40.32",17.0,0.0
"116.28,39.81",2.0,0.0
"116.16,39.92",9.0,1.0
"116.65,39.87",8.0,0.0
"116.36,40.03",6.0,0.0
"116.16,40.17",2.0,0.0
"116.22,39.94",1.0,0.0
"116.32,39.50",1.0,0.0
"116.27,40.18",1.0,0.0
"116.18,39.77",4.0,0.0
"116.55,39.87",4.0,0.0
"116.28,39.86",5.0,0.0
"116.52,39.96",1.0,0.0
"116.50,39.94",5.0,0.0
"117.13,40.12",0.0,0.0
"116.71,39.77",1.0,0.0
"116.62,40.16",0.0,0.0
"116.66,39.87",5.0,0.0
"116.17,39.82",7.0,0.0
"116.32,40.15",3.0,0.0
"116.17,40.07",1.0,0.0
"116.52,40.02",6.0,0.0
"116.42,39.74",3.0,0.0
"116.30,39.84",8.0,0.0
"116.44,40.03",5.0,0.0
"116.21,40.07",3.0,1.0
"116.45,40.04",2.0,0.0
"116.54,39.76",9.0,0.0
"116.28,39.84",6.0,0.0
"116.19,39.90",1.0,0.0
"116.63,40.26",3.0,0.0
"116.49,39.77",2.0,0.0
"117.03,40.05",0.0,0.0
"116.24,39.90",6.0,0.0
"116.12,39.81",3.0,0.0
"116.33,39.79",8.0,0.0
"116.40,39.85",2.0,0.0
"116.67,40.29",4.0,0.0
"116.26,39.93",4.0,0.0
"116.42,40.12",7.0,0.0
"116.54,40.01",1.0,0.0
"116.52,39.82",5.0,0.0
"116.58,39.96",1.0,0.0
"116.37,39.53",0.0,0.0
"116.59,39.79",1.0,0.0
"116.35,39.87",5.0,0.0
"116.35,39.81",4.0,0.0
"116.31,40.04",4.0,0.0
"116.24,40.11",0.0,0.0
"116.52,39.94",2.0,0.0
"116.54,39.96",5.0,0.0
"116.48,39.76",10.0,0.0
"116.70,39.71",3.0,0.0
"116.15,39.79",2.0,0.0
"116.10,39.96",5.0,0.0
"116.48,40.02",1.0,0.0
"116.43,40.02",4.0,0.0
"116.32,39.54",2.0,0.0
"116.27,39.97",4.0,0.0
"116.11,39.66",2.0,0.0
"116.63,40.10",2.0,0.0
"116.21,40.24",6.0,0.0
"116.22,39.96",0.0,0.0
"116.57,40.07",0.0,0.0
"116.19,39.72",0.0,0.0
"116.60,40.03",0.0,0.0
"116.71,39.90",1.0,1.0
"116.37,39.83",4.0,0.0
"115.90,40.37",4.0,0.0
"116.52,39.89",5.0,0.0
"116.62,39.83",5.0,0.0
"116.48,39.84",1.0,0.0
"116.25,40.12",5.0,0.0
"116.56,40.13",2.0,0.0
"116.43,39.75",2.0,0.0
"116.25,39.84",5.0,0.0
"116.66,39.92",2.0,1.0
"116.37,39.80",5.0,0.0
"116.54,40.08",1.0,0.0
"116.30,40.01",0.0,0.0
"116.53,39.78",3.0,0.0
"117.09,40.13",1.0,0.0
"116.26,40.23",6.0,0.0
"116.21,40.20",2.0,0.0
"116.57,40.08",0.0,0.0
"116.49,40.03",0.0,0.0
"116.82,40.13",3.0,0.0
"116.33,39.83",2.0,0.0
"116.12,39.94",1.0,0.0
"116.62,40.32",3.0,0.0
"116.26,40.01",3.0,1.0
"116.24,39.97",4.0,0.0
"116.30,39.62",3.0,0.0
"116.61,40.20",3.0,0.0
"116.43,40.06",4.0,0.0
"116.85,40.38",22.0,0.0
"116.90,40.20",3.0,0.0
"116.44,39.83",4.0,1.0
"116.27,39.76",2.0,0.0
"116.26,40.02",1.0,0.0
"116.85,40.15",2.0,0.0
"116.31,39.68",11.0,0.0
"116.40,39.87",2.0,0.0
"116.40,39.80",4.0,1.0
"116.09,39.94",5.0,0.0
"116.07,40.16",1.0,0.0
"116.64,39.90",3.0,0.0
"116.20,39.76",6.0,0.0
"116.46,39.97",2.0,0.0
"116.68,40.41",2.0,0.0
"116.58,40.00",0.0,0.0
"116.51,39.84",1.0,0.0
"116.00,39.73",0.0,0.0
"116.61,40.04",6.0,0.0
"116.58,39.92",4.0,0.0
"116.17,40.12",0.0,0.0
"116.03,40.33",1.0,0.0
"116.05,39.71",6.0,1.0
"116.32,39.76",10.0,0.0
"116.63,39.94",2.0,0.0
"116.64,39.91",11.0,0.0
"116.27,40.06",1.0,0.0
"116.77,39.94",1.0,0.0
"116.63,40.11",9.0,0.0
"116.81,40.15",3.0,0.0
"116.32,40.14",0.0,0.0
"116.26,40.13",2.0,0.0
"116.58,39.89",1.0,0.0
"116.69,40.01",0.0,0.0
"116.41,40.18",2.0,0.0
"116.66,40.11",11.0,0.0
"116.71,39.85",2.0,0.0
"116.24,39.92",3.0,0.0
"116.65,40.18",12.0,0.0
"116.23,39.90",6.0,0.0
"116.55,39.78",8.0,0.0
"116.67,39.91",5.0,0.0
"116.28,39.75",3.0,0.0
"115.68,39.60",0.0,0.0
"116.37,40.09",4.0,0.0
"116.32,39.68",2.0,0.0
"116.17,39.75",6.0,0.0
"116.19,39.94",6.0,0.0
"116.47,39.96",0.0,0.0
"116.33,40.06",4.0,0.0
"116.63,40.17",1.0,0.0
"116.70,40.13",4.0,0.0
"116.65,40.32",3.0,0.0
"116.28,40.20",1.0,0.0
"116.55,39.74",4.0,0.0
"116.18,39.76",5.0,1.0
"116.73,39.90",4.0,1.0
"116.54,40.04",0.0,0.0
"116.31,39.78",1.0,0.0
"116.73,39.96",5.0,0.0
"116.59,39.90",0.0,0.0
"116.45,40.00",6.0,0.0
"116.69,39.94",4.0,0.0
"116.09,39.72",5.0,0.0
"116.26,40.14",7.0,0.0
"116.38,39.67",3.0,0.0
"116.58,40.05",1.0,0.0
"116.31,40.05",3.0,0.0
"116.17,39.91",5.0,0.0
"116.42,39.71",1.0,0.0
"116.34,40.02",2.0,0.0
"116.44,39.81",4.0,0.0
"116.55,39.90",5.0,0.0
"116.72,39.96",0.0,0.0
"116.37,39.78",2.0,0.0
"116.16,39.69",3.0,0.0
"116.65,39.94",5.0,0.0
"116.63,39.93",1.0,1.0
"116.62,39.92",1.0,0.0
"116.75,39.77",4.0,0.0
"116.38,39.75",4.0,0.0
"116.32,40.11",1.0,0.0
"115.89,40.42",1.0,0.0
"116.30,39.72",0.0,0.0
"116.47,40.13",2.0,0.0
"116.45,39.82",5.0,0.0
"116.26,40.15",4.0,0.0
"116.30,39.66",4.0,0.0
"116.44,40.10",2.0,0.0
"116.63,40.32",5.0,0.0
"116.29,39.81",4.0,1.0
"116.35,40.06",2.0,0.0
"116.21,39.92",0.0,0.0
"116.70,40.12",2.0,0.0
"115.95,40.44",1.0,0.0
"116.53,40.02",2.0,0.0
"116.16,39.73",3.0,0.0
"116.05,39.73",2.0,0.0
"116.40,40.14",1.0,0.0
"116.25,40.23",0.0,0.0
"116.48,39.80",9.0,0.0
"116.35,39.75",1.0,0.0
"116.20,39.81",5.0,0.0
"116.59,40.10",0.0,0.0
"116.34,39.75",6.0,0.0
"116.09,39.93",3.0,0.0
"117.01,40.16",1.0,0.0
"116.29,40.21",3.0,0.0
"116.43,40.24",0.0,0.0
"116.74,40.08",2.0,0.0
"116.53,39.76",2.0,0.0
"116.15,40.16",0.0,0.0
"116.28,39.82",7.0,0.0
"116.28,39.94",4.0,0.0
"116.32,40.10",0.0,0.0
"116.19,39.76",0.0,0.0
"116.66,40.09",7.0,0.0
"116.28,40.25",1.0,0.0
"116.23,40.19",8.0,0.0
"116.08,39.94",11.0,0.0
"116.18,39.86",1.0,1.0
"116.68,39.89",9.0,0.0
"116.61,40.07",0.0,0.0
"116.81,40.16",4.0,0.0
"116.67,39.87",10.0,1.0
"116.81,40.31",2.0,0.0
"116.58,39.87",2.0,0.0
"116.15,39.75",3.0,0.0
"116.42,39.81",4.0,0.0
"116.58,39.93",5.0,0.0
"116.33,39.88",6.0,0.0
"116.41,39.78",0.0,0.0
"116.25,39.83",0.0,0.0
"116.24,39.65",6.0,0.0
"116.41,40.01",5.0,0.0
"116.57,40.12",2.0,0.0
"116.50,39.76",24.0,0.0
"116.47,40.09",4.0,0.0
"116.29,40.08",2.0,0.0
"116.25,40.20",0.0,0.0
"116.06,39.73",3.0,0.0
"116.08,40.10",0.0,0.0
"116.16,39.79",0.0,0.0
"116.25,39.85",10.0,0.0
"116.15,40.25",1.0,0.0
"116.36,40.04",2.0,0.0
"116.65,39.99",0.0,0.0
"116.18,39.74",3.0,0.0
"116.41,40.12",3.0,0.0
"116.73,39.92",3.0,0.0
"116.42,39.55",0.0,0.0
"116.14,39.72",5.0,0.0
"116.08,39.72",2.0,1.0
"116.88,39.72",2.0,0.0
"116.53,39.98",1.0,0.0
"116.15,39.93",3.0,0.0
"116.36,40.09",4.0,0.0
"116.20,39.75",2.0,0.0
"116.67,39.88",6.0,0.0
"116.20,40.00",0.0,0.0
"116.16,39.75",2.0,0.0
"116.16,40.16",6.0,0.0
"116.10,39.89",5.0,0.0
"116.68,40.40",3.0,0.0
"116.32,39.80",2.0,0.0
"116.15,39.80",3.0,0.0
"116.66,39.91",2.0,0.0
"115.90,39.82",3.0,0.0
"116.22,40.03",1.0,0.0
"116.53,40.42",1.0,0.0
"116.40,40.06",1.0,0.0
"116.30,40.12",0.0,0.0
"116.68,39.86",9.0,0.0
"116.47,40.04",1.0,0.0
"116.45,40.09",0.0,0.0
"116.15,39.64",2.0,0.0
"116.18,39.75",5.0,1.0
"116.86,40.06",0.0,0.0
"116.54,40.02",0.0,0.0
"116.19,39.79",1.0,0.0
"116.50,39.86",8.0,0.0
"116.39,40.70",1.0,0.0
"116.28,39.88",1.0,0.0
"116.10,39.94",4.0,0.0
"116.66,40.21",2.0,0.0
"116.22,40.20",8.0,0.0
"116.57,39.76",5.0,0.0
"116.36,39.82",2.0,0.0
"116.27,40.20",5.0,0.0
"115.94,40.36",1.0,0.0
"116.18,39.84",1.0,0.0
"116.15,40.18",3.0,0.0
"116.64,40.14",5.0,0.0
"116.24,39.84",2.0,0.0
"116.02,40.36",0.0,0.0
"116.63,39.99",1.0,0.0
"116.68,40.32",1.0,0.0
"116.49,40.01",0.0,0.0
"116.25,40.15",3.0,0.0
"116.81,39.74",0.0,0.0
"116.36,39.80",3.0,0.0
"116.46,39.81",1.0,0.0
"116.24,39.83",3.0,0.0
"116.66,40.10",8.0,0.0
"116.23,39.89",4.0,0.0
"116.44,40.12",2.0,0.0
"116.32,39.86",0.0,0.0
"116.86,40.38",18.0,0.0
"116.35,40.02",5.0,0.0
"116.08,39.71",4.0,0.0
"116.55,39.77",4.0,0.0
"116.54,39.74",15.0,0.0
"116.27,39.92",8.0,0.0
"116.56,39.86",2.0,0.0
"116.21,40.15",1.0,0.0
"116.55,39.85",1.0,0.0
"116.21,39.69",2.0,0.0
"116.18,40.04",3.0,0.0
"116.31,40.06",5.0,0.0
"116.34,39.85",2.0,0.0
"116.41,40.17",0.0,0.0
"116.09,39.73",3.0,1.0
"116.48,39.94",2.0,0.0
"116.14,39.74",9.0,0.0
"115.96,39.76",4.0,0.0
"116.53,39.87",3.0,0.0
"116.13,39.74",5.0,0.0
"116.50,40.02",3.0,0.0
"116.72,39.81",3.0,0.0
"116.34,40.08",10.0,0.0
"116.51,40.09",2.0,0.0
"116.46,40.03",0.0,0.0
"116.72,39.80",1.0,0.0
"116.58,40.04",2.0,0.0
"116.19,40.17",2.0,0.0
"116.46,39.83",2.0,0.0
"116.52,39.84",1.0,0.0
"116.81,40.37",4.0,0.0
"116.51,39.97",1.0,0.0
"116.67,40.04",1.0,0.0
"116.19,40.00",0.0,0.0
"116.68,39.88",5.0,0.0
"116.28,39.72",3.0,0.0
"115.95,39.62",0.0,0.0
"117.24,40.18",0.0,0.0
"116.25,40.24",0.0,0.0
"116.28,40.11",3.0,0.0
"116.22,39.88",4.0,0.0
"116.48,40.10",0.0,0.0
"116.73,39.94",8.0,0.0
"116.23,40.00",2.0,0.0
"116.34,39.69",2.0,0.0
"116.08,39.93",3.0,0.0
"116.52,39.98",1.0,0.0
"116.25,40.04",3.0,0.0
"116.68,40.37",6.0,0.0
"116.54,39.75",13.0,0.0
"116.54,40.05",0.0,0.0
"116.06,39.67",7.0,0.0
"116.20,40.05",2.0,0.0
"116.17,39.93",2.0,0.0
"117.25,40.64",0.0,0.0
"116.20,39.90",6.0,0.0
"116.01,40.42",1.0,0.0
"116.23,40.07",3.0,1.0
"116.11,39.91",2.0,0.0
"116.04,39.72",2.0,0.0
"116.46,39.68",2.0,0.0
"116.65,39.95",4.0,0.0
"116.17,40.23",1.0,0.0
"116.49,40.18",2.0,0.0
"116.21,39.78",1.0,0.0
"116.55,39.80",2.0,0.0
"116.28,40.21",7.0,1.0
"116.54,39.88",3.0,0.0
"116.54,39.79",2.0,0.0
"116.58,39.82",2.0,0.0
"116.54,40.09",3.0,0.0
"116.41,39.72",4.0,0.0
"116.55,39.95",5.0,0.0
"116.39,40.05",0.0,0.0
"116.39,39.76",0.0,0.0
"116.41,40.11",1.0,0.0
"116.16,39.87",3.0,0.0
"115.98,40.44",6.0,0.0
"116.17,39.99",0.0,0.0
"116.43,39.83",1.0,0.0
"116.23,39.92",8.0,0.0
"116.41,39.66",4.0,0.0
"116.15,40.06",0.0,0.0
"116.52,40.00",2.0,0.0
"116.84,40.37",31.0,0.0
"116.54,40.03",5.0,0.0
"116.40,40.12",2.0,0.0
"116.47,39.81",1.0,0.0
"116.48,40.18",0.0,0.0
"116.16,40.05",2.0,0.0
"116.72,40.17",7.0,0.0
"117.26,40.65",0.0,0.0
"116.23,40.04",1.0,0.0
"116.46,40.13",1.0,0.0
"116.27,39.83",4.0,0.0
"116.51,40.08",1.0,0.0
"116.57,40.10",0.0,0.0
"116.49,40.00",1.0,0.0
"116.27,40.05",5.0,0.0
"116.40,39.78",4.0,0.0
"116.21,39.89",1.0,0.0
"115.85,40.48",1.0,0.0
"116.33,39.78",7.0,0.0
"116.31,39.87",9.0,0.0
"116.26,39.95",2.0,0.0
"116.10,40.27",3.0,0.0
"116.30,39.76",6.0,0.0
"116.11,39.72",5.0,0.0
"116.63,40.14",2.0,0.0
"116.67,40.12",7.0,0.0
"116.26,40.10",6.0,0.0
"116.51,39.86",2.0,1.0
"116.61,39.89",0.0,0.0
"116.54,40.42",3.0,0.0
"116.48,40.13",0.0,0.0
"116.11,40.10",2.0,0.0
"116.60,39.91",4.0,0.0
"116.31,39.63",6.0,0.0
"116.46,40.06",2.0,0.0
"116.16,39.77",2.0,0.0
"116.00,40.35",0.0,0.0
"116.11,40.07",4.0,0.0
"116.32,40.12",5.0,0.0
"116.57,39.98",3.0,0.0
"116.51,39.85",0.0,0.0
"116.17,39.77",4.0,0.0
"116.27,39.69",2.0,0.0
"116.25,40.21",10.0,0.0
"116.60,39.89",6.0,0.0
"116.66,40.17",1.0,0.0
"116.35,39.72",3.0,0.0
"116.29,39.78",8.0,0.0
"116.25,40.05",3.0,1.0
"116.59,39.93",3.0,0.0
"116.12,40.24",2.0,0.0
"116.46,39.80",1.0,0.0
"116.40,40.17",2.0,0.0
"116.61,39.98",2.0,0.0
"115.95,39.72",6.0,0.0
"116.22,39.73",2.0,0.0
"116.07,39.72",3.0,1.0
"116.45,39.74",3.0,0.0
"116.52,40.01",6.0,0.0
"117.07,40.13",0.0,0.0
"116.32,39.66",1.0,0.0
"117.12,40.14",21.0,0.0
"116.71,40.04",4.0,0.0
"116.41,39.70",2.0,0.0
"116.31,39.79",4.0,0.0
"116.21,40.09",2.0,0.0
"116.82,40.15",3.0,0.0
"116.14,39.94",1.0,0.0
"116.20,39.80",1.0,0.0
"116.26,40.04",1.0,0.0
"116.29,39.98",1.0,0.0
"116.17,39.94",2.0,0.0
"116.23,40.12",2.0,0.0
"116.56,40.21",2.0,0.0
"116.40,40.02",0.0,0.0
"116.65,40.16",3.0,0.0
"116.26,40.12",6.0,0.0
"115.92,39.73",2.0,0.0
"116.21,39.79",5.0,1.0
"116.38,40.17",6.0,0.0
"116.43,40.00",5.0,1.0
"116.28,39.74",0.0,0.0
"116.43,40.11",1.0,0.0
"116.79,39.78",7.0,0.0
"116.19,39.84",1.0,0.0
"116.28,40.22",4.0,1.0
"116.51,40.02",0.0,0.0
"116.39,40.08",4.0,0.0
"116.43,39.88",7.0,0.0
"116.18,39.94",3.0,0.0
"116.19,40.15",1.0,0.0
"116.56,39.75",0.0,0.0
"116.62,40.14",3.0,0.0
"116.28,40.06",0.0,0.0
"116.35,40.10",2.0,0.0
"116.51,40.21",5.0,0.0
"116.02,40.54",1.0,0.0
"116.42,39.83",1.0,0.0
"116.36,39.77",5.0,0.0
"116.53,39.86",1.0,0.0
"115.89,39.57",3.0,0.0
"116.57,40.00",4.0,0.0
"116.56,40.12",2.0,0.0
"116.83,40.43",6.0,0.0
"116.56,39.87",2.0,0.0
"116.15,39.92",5.0,0.0
"116.49,39.76",13.0,0.0
